scope,id,ja,ko,en,source_commit
global,260,あかいバンダナ,빨강밴드,Red Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,261,あおいバンダナ,파랑밴드,Blue Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,262,ピンクのバンダナ,분홍밴드,Pink Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,263,みどりのバンダナ,초록밴드,Green Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,264,きいろのバンダナ,노랑밴드,Yellow Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,265,こうかくレンズ,광각렌즈,Wide Lens,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,266,ちからのハチマキ,힘의머리띠,Muscle Band,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,267,ものしりメガネ,박식안경,Wise Glasses,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,268,たつじんのおび,달인의띠,Expert Belt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,269,ひかりのねんど,빛의점토,Light Clay,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,270,いのちのたま,생명의구슬,Life Orb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,271,パワフルハーブ,파워풀허브,Power Herb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,272,どくどくだま,맹독구슬,Toxic Orb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,273,かえんだま,화염구슬,Flame Orb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,274,スピードパウダー,스피드파우더,Quick Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,275,きあいのタスキ,기합의띠,Focus Sash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,276,フォーカスレンズ,포커스렌즈,Zoom Lens,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,277,メトロノーム,메트로놈,Metronome,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,278,くろいてっきゅう,검은철구,Iron Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,279,こうこうのしっぽ,느림보꼬리,Lagging Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,280,あかいいと,빨간실,Destiny Knot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,281,くろいヘドロ,검은오물,Black Sludge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,282,つめたいいわ,차가운바위,Icy Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,283,さらさらいわ,보송보송바위,Smooth Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,284,あついいわ,뜨거운바위,Heat Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,285,しめったいわ,축축한바위,Damp Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,286,ねばりのかぎづめ,끈기갈고리손톱,Grip Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,287,こだわりスカーフ,구애스카프,Choice Scarf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,288,くっつきバリ,끈적끈적바늘,Sticky Barb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,289,パワーリスト,파워리스트,Power Bracer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,290,パワーベルト,파워벨트,Power Belt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,291,パワーレンズ,파워렌즈,Power Lens,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,292,パワーバンド,파워밴드,Power Band,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,293,パワーアンクル,파워앵클릿,Power Anklet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,294,パワーウエイト,파워웨이트,Power Weight,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,295,きれいなぬけがら,아름다운허물,Shed Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,296,おおきなねっこ,큰뿌리,Big Root,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,297,こだわりメガネ,구애안경,Choice Specs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,298,ひのたまプレート,불구슬플레이트,Flame Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,299,しずくプレート,물방울플레이트,Splash Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,300,いかずちプレート,우레플레이트,Zap Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,301,みどりのプレート,초록플레이트,Meadow Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,302,つららのプレート,고드름플레이트,Icicle Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,303,こぶしのプレート,주먹플레이트,Fist Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,304,もうどくプレート,맹독플레이트,Toxic Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,305,だいちのプレート,대지플레이트,Earth Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,306,あおぞらプレート,푸른하늘플레이트,Sky Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,307,ふしぎのプレート,이상한플레이트,Mind Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,308,たまむしプレート,비단벌레플레이트,Insect Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,309,がんせきプレート,암석플레이트,Stone Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,310,もののけプレート,원령플레이트,Spooky Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,311,りゅうのプレート,용의플레이트,Draco Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,312,こわもてプレート,공포플레이트,Dread Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,313,こうてつプレート,강철플레이트,Iron Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,314,あやしいおこう,괴상한향로,Odd Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,315,がんせきおこう,암석향로,Rock Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,316,まんぷくおこう,만복향로,Full Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,317,さざなみのおこう,잔물결향로,Wave Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,318,おはなのおこう,꽃향로,Rose Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,319,こううんのおこう,행운의향로,Luck Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,320,きよめのおこう,순결의향로,Pure Incense,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,321,プロテクター,프로텍터,Protector,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,322,エレキブースター,에레키부스터,Electirizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,323,マグマブースター,마그마부스터,Magmarizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,324,あやしいパッチ,괴상한패치,Dubious Disc,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,325,れいかいのぬの,영계의천,Reaper Cloth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,326,するどいツメ,예리한손톱,Razor Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,327,するどいキバ,예리한이빨,Razor Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,328,わざマシン０１,기술머신01,TM01,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,329,わざマシン０２,기술머신02,TM02,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,330,わざマシン０３,기술머신03,TM03,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,331,わざマシン０４,기술머신04,TM04,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,332,わざマシン０５,기술머신05,TM05,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,333,わざマシン０６,기술머신06,TM06,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,334,わざマシン０７,기술머신07,TM07,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,335,わざマシン０８,기술머신08,TM08,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,336,わざマシン０９,기술머신09,TM09,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,337,わざマシン１０,기술머신10,TM10,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,338,わざマシン１１,기술머신11,TM11,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,339,わざマシン１２,기술머신12,TM12,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,340,わざマシン１３,기술머신13,TM13,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,341,わざマシン１４,기술머신14,TM14,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,342,わざマシン１５,기술머신15,TM15,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,343,わざマシン１６,기술머신16,TM16,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,344,わざマシン１７,기술머신17,TM17,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,345,わざマシン１８,기술머신18,TM18,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,346,わざマシン１９,기술머신19,TM19,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,347,わざマシン２０,기술머신20,TM20,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,348,わざマシン２１,기술머신21,TM21,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,349,わざマシン２２,기술머신22,TM22,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,350,わざマシン２３,기술머신23,TM23,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,351,わざマシン２４,기술머신24,TM24,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,352,わざマシン２５,기술머신25,TM25,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,353,わざマシン２６,기술머신26,TM26,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,354,わざマシン２７,기술머신27,TM27,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,355,わざマシン２８,기술머신28,TM28,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,356,わざマシン２９,기술머신29,TM29,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,357,わざマシン３０,기술머신30,TM30,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,358,わざマシン３１,기술머신31,TM31,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,359,わざマシン３２,기술머신32,TM32,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,360,わざマシン３３,기술머신33,TM33,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,361,わざマシン３４,기술머신34,TM34,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,362,わざマシン３５,기술머신35,TM35,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,363,わざマシン３６,기술머신36,TM36,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,364,わざマシン３７,기술머신37,TM37,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,365,わざマシン３８,기술머신38,TM38,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,366,わざマシン３９,기술머신39,TM39,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,367,わざマシン４０,기술머신40,TM40,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,368,わざマシン４１,기술머신41,TM41,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,369,わざマシン４２,기술머신42,TM42,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,370,わざマシン４３,기술머신43,TM43,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,371,わざマシン４４,기술머신44,TM44,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,372,わざマシン４５,기술머신45,TM45,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,373,わざマシン４６,기술머신46,TM46,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,374,わざマシン４７,기술머신47,TM47,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,375,わざマシン４８,기술머신48,TM48,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,376,わざマシン４９,기술머신49,TM49,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,377,わざマシン５０,기술머신50,TM50,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,378,わざマシン５１,기술머신51,TM51,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,379,わざマシン５２,기술머신52,TM52,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,380,わざマシン５３,기술머신53,TM53,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,381,わざマシン５４,기술머신54,TM54,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,382,わざマシン５５,기술머신55,TM55,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,383,わざマシン５６,기술머신56,TM56,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,384,わざマシン５７,기술머신57,TM57,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,385,わざマシン５８,기술머신58,TM58,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,386,わざマシン５９,기술머신59,TM59,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,387,わざマシン６０,기술머신60,TM60,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,388,わざマシン６１,기술머신61,TM61,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,389,わざマシン６２,기술머신62,TM62,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,390,わざマシン６３,기술머신63,TM63,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,391,わざマシン６４,기술머신64,TM64,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,392,わざマシン６５,기술머신65,TM65,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,393,わざマシン６６,기술머신66,TM66,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,394,わざマシン６７,기술머신67,TM67,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,395,わざマシン６８,기술머신68,TM68,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,396,わざマシン６９,기술머신69,TM69,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,397,わざマシン７０,기술머신70,TM70,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,398,わざマシン７１,기술머신71,TM71,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,399,わざマシン７２,기술머신72,TM72,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,400,わざマシン７３,기술머신73,TM73,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,401,わざマシン７４,기술머신74,TM74,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,402,わざマシン７５,기술머신75,TM75,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,403,わざマシン７６,기술머신76,TM76,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,404,わざマシン７７,기술머신77,TM77,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,405,わざマシン７８,기술머신78,TM78,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,406,わざマシン７９,기술머신79,TM79,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,407,わざマシン８０,기술머신80,TM80,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,408,わざマシン８１,기술머신81,TM81,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,409,わざマシン８２,기술머신82,TM82,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,410,わざマシン８３,기술머신83,TM83,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,411,わざマシン８４,기술머신84,TM84,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,412,わざマシン８５,기술머신85,TM85,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,413,わざマシン８６,기술머신86,TM86,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,414,わざマシン８７,기술머신87,TM87,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,415,わざマシン８８,기술머신88,TM88,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,416,わざマシン８９,기술머신89,TM89,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,417,わざマシン９０,기술머신90,TM90,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,418,わざマシン９１,기술머신91,TM91,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,419,わざマシン９２,기술머신92,TM92,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,420,ひでんマシン０１,비전머신01,HM01,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,421,ひでんマシン０２,비전머신02,HM02,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,422,ひでんマシン０３,비전머신03,HM03,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,423,ひでんマシン０４,비전머신04,HM04,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,424,ひでんマシン０５,비전머신05,HM05,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,425,ひでんマシン０６,비전머신06,HM06,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,426,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,427,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,428,たんけんセット,탐험세트,Explorer Kit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,429,たからぶくろ,보물주머니,Loot Sack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,430,ルールブック,룰북,Rule Book,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,431,ポケトレ,포켓트레,Poké Radar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,432,ポイントカード,포인트카드,Point Card,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,433,ぼうけんノート,모험노트,Guidebook,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,434,シールいれ,실상자,Sticker Case,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,435,アクセサリーいれ,액세서리상자,Fashion Case,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,436,シールぶくろ,실주머니,Sticker Bag,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,437,ともだちてちょう,친구수첩,Pal Pad,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,438,はつでんしょキー,발전소키,Works Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,439,こだいのおまもり,고대의부적,Old Charm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,440,ギンガだんのカギ,갤럭시단의열쇠,Galactic Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,441,あかいくさり,빨강사슬,Red Chain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,442,タウンマップ,타운맵,Town Map,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,443,バトルサーチャー,배틀서처,Vs. Seeker,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,444,コインケース,동전케이스,Coin Case,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,445,ボロのつりざお,낡은낚싯대,Old Rod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,446,いいつりざお,좋은낚싯대,Good Rod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,447,すごいつりざお,대단한낚싯대,Super Rod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,448,コダックじょうろ,고라파덕물뿌리개,Sprayduck,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,449,ポフィンケース,포핀케이스,Poffin Case,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,450,じてんしゃ,자전거,Bike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,451,ルームキー,룸키,Suite Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,452,オーキドのてがみ,오박사의편지,Oak’s Letter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,453,みかづきのはね,초승달깃털,Lunar Feather,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,454,メンバーズカード,멤버스카드,Member Card,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,455,てんかいのふえ,천계의피리,Azure Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,456,ふねのチケット,승선티켓,S.S. Ticket,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,457,コンテストパス,콘테스트패스,Contest Pass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,458,かざんのおきいし,화산의돌,Magma Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,459,おとどけもの,전해줄물건,Parcel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,460,ひきかえけん１,교환권1,Coupon 1,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,461,ひきかえけん２,교환권2,Coupon 2,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,462,ひきかえけん３,교환권3,Coupon 3,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,463,そうこのカギ,창고열쇠,Storage Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,464,ひでんのくすり,비전신약,Secret Medicine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,465,バトルレコーダー,배틀레코더,Vs. Recorder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,466,グラシデアのはな,그라시데아꽃,Gracidea,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
